,date,party,chamber,polarity
0,2017-06-26,D,House,0.1198565055315057
1,2017-06-26,D,Senate,0.026290720087392184
2,2017-06-26,R,House,0.1864283873976169
3,2017-06-26,R,Senate,0.17980638332382518
4,2017-06-27,D,House,0.11735087952300113
5,2017-06-27,D,Senate,0.06893405272328144
6,2017-06-27,R,House,0.16120075042974633
7,2017-06-27,R,Senate,0.1872739910478764
8,2017-06-28,D,House,0.11431811432708688
9,2017-06-28,D,Senate,0.08933168715065269
10,2017-06-28,R,House,0.1791663198990451
11,2017-06-28,R,Senate,0.16173413791595612
12,2017-06-29,D,House,0.1162857779212608
13,2017-06-29,D,Senate,0.07845965902784086
14,2017-06-29,R,House,0.1697278515562369
15,2017-06-29,R,Senate,0.16697248376623372
16,2017-06-30,D,House,0.13908921755705472
17,2017-06-30,D,Senate,0.13709182141107018
18,2017-06-30,R,House,0.21626247961198394
19,2017-06-30,R,Senate,0.13710393403162302
20,2017-07-01,D,House,0.11284022182806908
21,2017-07-01,D,Senate,0.21365268329554044
22,2017-07-01,R,House,0.18995219182112383
23,2017-07-01,R,Senate,0.2584405834405835
24,2017-07-02,D,House,0.10780447854008247
25,2017-07-02,D,Senate,0.06586203302869968
26,2017-07-02,R,House,0.3064915193093159
27,2017-07-02,R,Senate,0.09770472582972584
28,2017-07-03,D,House,0.1578253599576671
29,2017-07-03,D,Senate,0.08589763981809437
30,2017-07-03,R,House,0.17758635941481682
31,2017-07-03,R,Senate,0.20145612630368726
32,2017-07-04,D,House,0.41168090192115736
33,2017-07-04,D,Senate,0.3393334335417669
34,2017-07-04,R,House,0.5277344877344875
35,2017-07-04,R,Senate,0.43488943001442976
36,2017-07-05,D,House,0.15664762804672935
37,2017-07-05,D,Senate,0.10040060392974899
38,2017-07-05,R,House,0.18192410297452316
39,2017-07-05,R,Senate,0.18823243255061442
40,2017-07-06,D,House,0.1464667210575775
41,2017-07-06,D,Senate,0.1297950182476205
42,2017-07-06,R,House,0.21874424243603158
43,2017-07-06,R,Senate,0.2179967379768967
44,2017-07-07,D,House,0.13600871985425397
45,2017-07-07,D,Senate,0.11967252226093694
46,2017-07-07,R,House,0.15979910400127437
47,2017-07-07,R,Senate,0.20829921081209737
48,2017-07-08,D,House,0.1600472977769665
49,2017-07-08,D,Senate,0.15768730987480986
50,2017-07-08,R,House,0.1623282427449094
51,2017-07-08,R,Senate,0.12125073372954726
52,2017-07-09,D,House,0.15725835826754947
53,2017-07-09,D,Senate,0.11926987942612942
54,2017-07-09,R,House,0.18439697297651841
55,2017-07-09,R,Senate,0.17925434904601573
56,2017-07-10,D,House,0.1289213499008626
57,2017-07-10,D,Senate,0.08464002143091169
58,2017-07-10,R,House,0.21654792813102694
59,2017-07-10,R,Senate,0.20476739800603444
60,2017-07-11,D,House,0.10031307333813722
61,2017-07-11,D,Senate,0.09196281694495982
62,2017-07-11,R,House,0.16474227818390558
63,2017-07-11,R,Senate,0.15819884992120026
64,2017-07-12,D,House,0.12328482406813991
65,2017-07-12,D,Senate,0.09365225081824521
66,2017-07-12,R,House,0.1515745219082239
67,2017-07-12,R,Senate,0.17735856679454245
68,2017-07-13,D,House,0.10563424843508477
69,2017-07-13,D,Senate,0.10414605498608093
70,2017-07-13,R,House,0.178613464804871
71,2017-07-13,R,Senate,0.17731884347091723
72,2017-07-14,D,House,0.12655173826326535
73,2017-07-14,D,Senate,0.10204709690893898
74,2017-07-14,R,House,0.15743305693188772
75,2017-07-14,R,Senate,0.15033732891687437
76,2017-07-15,D,House,0.1372779142613326
77,2017-07-15,D,Senate,0.13222426972426973
78,2017-07-15,R,House,0.2754886190150514
79,2017-07-15,R,Senate,0.18264189514189516
80,2017-07-16,D,House,0.11450043131222375
81,2017-07-16,D,Senate,0.17524247100635995
82,2017-07-16,R,House,0.18416826385979607
83,2017-07-16,R,Senate,0.18353701004211206
84,2017-07-17,D,House,0.10547355759980766
85,2017-07-17,D,Senate,0.13431531335177171
86,2017-07-17,R,House,0.1692722636160136
87,2017-07-17,R,Senate,0.19963966735019376
88,2017-07-18,D,House,0.08410154884039484
89,2017-07-18,D,Senate,0.08234839789149488
90,2017-07-18,R,House,0.2035408325392084
91,2017-07-18,R,Senate,0.1906084965299251
92,2017-07-19,D,House,0.12211950357745709
93,2017-07-19,D,Senate,0.0871912747470783
94,2017-07-19,R,House,0.1782630192901549
95,2017-07-19,R,Senate,0.13435081100765064
96,2017-07-20,D,House,0.13119986307812673
97,2017-07-20,D,Senate,0.09785867010789853
98,2017-07-20,R,House,0.14450268840293792
99,2017-07-20,R,Senate,0.17535567699565094
100,2017-07-21,D,House,0.14370026041151907
101,2017-07-21,D,Senate,0.16230833797665475
102,2017-07-21,R,House,0.2033656580294341
103,2017-07-21,R,Senate,0.1998417996933622
104,2017-07-22,D,House,0.13757853117092247
105,2017-07-22,D,Senate,0.19682550816810074
106,2017-07-22,R,House,0.25421630650289195
107,2017-07-22,R,Senate,0.2343546455938697
108,2017-07-23,D,House,0.13999860423967567
109,2017-07-23,D,Senate,0.08879242424242424
110,2017-07-23,R,House,0.18269223831723827
111,2017-07-23,R,Senate,0.164066687280973
112,2017-07-24,D,House,0.12489417722590795
113,2017-07-24,D,Senate,0.09898095369194998
114,2017-07-24,R,House,0.17531580112864253
115,2017-07-24,R,Senate,0.17517962939837944
116,2017-07-25,D,House,0.08557362745934263
117,2017-07-25,D,Senate,0.033118024714378885
118,2017-07-25,R,House,0.1658987229052869
119,2017-07-25,R,Senate,0.14554832039468912
120,2017-07-26,D,House,0.09883927629521622
121,2017-07-26,D,Senate,0.04675924103072951
122,2017-07-26,R,House,0.25162176496343164
123,2017-07-26,R,Senate,0.19674081698872195
124,2017-07-27,D,House,0.11088971253756205
125,2017-07-27,D,Senate,0.08886999159564798
126,2017-07-27,R,House,0.18400014915639928
127,2017-07-27,R,Senate,0.16092895712709
128,2017-07-28,D,House,0.0767048703936067
129,2017-07-28,D,Senate,0.05879809690348395
130,2017-07-28,R,House,0.15534432503961979
131,2017-07-28,R,Senate,0.09628372664492794
132,2017-07-29,D,House,0.1703580372174122
133,2017-07-29,D,Senate,0.15612367056811502
134,2017-07-29,R,House,0.2177361397688501
135,2017-07-29,R,Senate,0.26388694638694643
136,2017-07-30,D,House,0.1503891132676847
137,2017-07-30,D,Senate,0.1376230158730159
138,2017-07-30,R,House,0.16430671511028655
139,2017-07-30,R,Senate,0.13798181818181818
140,2017-07-31,D,House,0.10848459835195441
141,2017-07-31,D,Senate,0.10061270917191972
142,2017-07-31,R,House,0.17438451029688137
143,2017-07-31,R,Senate,0.23636805371499242
144,2017-08-01,D,House,0.20146473205967189
145,2017-08-01,D,Senate,0.1373825182753755
146,2017-08-01,R,House,0.1819063660046483
147,2017-08-01,R,Senate,0.14737703026947216
148,2017-08-02,D,House,0.15605875955933304
149,2017-08-02,D,Senate,0.11358653666292555
150,2017-08-02,R,House,0.20582255566518692
151,2017-08-02,R,Senate,0.1868343869201427
152,2017-08-03,D,House,0.160789050479299
153,2017-08-03,D,Senate,0.1361643888037117
154,2017-08-03,R,House,0.2347636068096266
155,2017-08-03,R,Senate,0.1739244328202661
156,2017-08-04,D,House,0.2688857800466871
157,2017-08-04,D,Senate,0.21464944283476722
158,2017-08-04,R,House,0.26333307884968044
159,2017-08-04,R,Senate,0.23924178520604622
160,2017-08-05,D,House,0.17845979393235487
161,2017-08-05,D,Senate,0.15009132902687589
162,2017-08-05,R,House,0.24185268742397642
163,2017-08-05,R,Senate,0.2362319256707012
164,2017-08-06,D,House,0.17977424242424248
165,2017-08-06,D,Senate,0.24441881218197006
166,2017-08-06,R,House,0.13942477773122933
167,2017-08-06,R,Senate,0.17377363282975525
168,2017-08-07,D,House,0.1703747781649567
169,2017-08-07,D,Senate,0.15299801005446168
170,2017-08-07,R,House,0.22898559956322048
171,2017-08-07,R,Senate,0.1770009180070156
172,2017-08-08,D,House,0.16074973837147521
173,2017-08-08,D,Senate,0.15694675066996494
174,2017-08-08,R,House,0.21563792430375528
175,2017-08-08,R,Senate,0.18081914998581666
176,2017-08-09,D,House,0.16017127214411786
177,2017-08-09,D,Senate,0.13883143238384268
178,2017-08-09,R,House,0.2283920998168202
179,2017-08-09,R,Senate,0.21059615710678212
180,2017-08-10,D,House,0.15143033403904493
181,2017-08-10,D,Senate,0.12453409419527844
182,2017-08-10,R,House,0.20737136358641936
183,2017-08-10,R,Senate,0.20820701917130485
184,2017-08-11,D,House,0.17427148165987452
185,2017-08-11,D,Senate,0.1464685692072845
186,2017-08-11,R,House,0.21819607266335453
187,2017-08-11,R,Senate,0.16181189016010447
188,2017-08-12,D,House,-0.03187315327419494
189,2017-08-12,D,Senate,-0.06915660974827643
190,2017-08-12,R,House,0.005821444971455401
191,2017-08-12,R,Senate,-0.037072172619047626
192,2017-08-13,D,House,0.01177744953803586
193,2017-08-13,D,Senate,-0.16271978021978026
194,2017-08-13,R,House,-0.022211345666401847
195,2017-08-13,R,Senate,0.12401996151996149
196,2017-08-14,D,House,0.1140664356862274
197,2017-08-14,D,Senate,0.026398127617639825
198,2017-08-14,R,House,0.1498851450302343
199,2017-08-14,R,Senate,0.12403524683454258
200,2017-08-15,D,House,0.07787500942008659
201,2017-08-15,D,Senate,0.05830871559457217
202,2017-08-15,R,House,0.18304509163634805
203,2017-08-15,R,Senate,0.13055095445985276
204,2017-08-16,D,House,0.07953577822604962
205,2017-08-16,D,Senate,0.12693565791449393
206,2017-08-16,R,House,0.17749940619233273
207,2017-08-16,R,Senate,0.1756087103653476
208,2017-08-17,D,House,0.0632931383641611
209,2017-08-17,D,Senate,0.07391411649183668
210,2017-08-17,R,House,0.07926662490660313
211,2017-08-17,R,Senate,0.11041961923658351
212,2017-08-18,D,House,0.09639680029260263
213,2017-08-18,D,Senate,0.13490973147223143
214,2017-08-18,R,House,0.183170640813574
215,2017-08-18,R,Senate,0.14724181789192956
216,2017-08-19,D,House,0.08557314529220779
217,2017-08-19,D,Senate,0.2034356642143527
218,2017-08-19,R,House,0.21925806994337702
219,2017-08-19,R,Senate,0.19371331793206792
220,2017-08-20,D,House,0.17829244479680528
221,2017-08-20,D,Senate,0.21885966142910587
222,2017-08-20,R,House,0.20552576615457713
223,2017-08-20,R,Senate,0.16575396825396826
224,2017-08-21,D,House,0.1321713301634204
225,2017-08-21,D,Senate,0.12960403981745444
226,2017-08-21,R,House,0.21832903554778557
227,2017-08-21,R,Senate,0.21160602943010348
228,2017-08-22,D,House,0.12400016385617918
229,2017-08-22,D,Senate,0.16003835793835794
230,2017-08-22,R,House,0.19849927266044073
231,2017-08-22,R,Senate,0.2401611819650742
232,2017-08-23,D,House,0.12013915062733478
233,2017-08-23,D,Senate,0.15246577846689457
234,2017-08-23,R,House,0.18878860741610137
235,2017-08-23,R,Senate,0.1900078896930042
236,2017-08-24,D,House,0.12826164384758135
237,2017-08-24,D,Senate,0.14817783032907345
238,2017-08-24,R,House,0.22814715340647967
239,2017-08-24,R,Senate,0.1595058413808414
240,2017-08-25,D,House,0.17336009861550986
241,2017-08-25,D,Senate,0.20462227633477634
242,2017-08-25,R,House,0.18981016812618762
243,2017-08-25,R,Senate,0.2011739700344672
244,2017-08-26,D,House,0.08199573467595211
245,2017-08-26,D,Senate,0.031149797001491904
246,2017-08-26,R,House,0.17755877362528744
247,2017-08-26,R,Senate,0.12652979038505358
248,2017-08-27,D,House,0.123637176594923
249,2017-08-27,D,Senate,0.11165187590187589
250,2017-08-27,R,House,0.08324308987472702
251,2017-08-27,R,Senate,0.17277745452476642
252,2017-08-28,D,House,0.13614546329980123
253,2017-08-28,D,Senate,0.15201120959332637
254,2017-08-28,R,House,0.1561421158448597
255,2017-08-28,R,Senate,0.15767070441583428
256,2017-08-29,D,House,0.14071613382064205
257,2017-08-29,D,Senate,0.2048550428189604
258,2017-08-29,R,House,0.16801327051934684
259,2017-08-29,R,Senate,0.19130291005291003
260,2017-08-30,D,House,0.1371763084451054
261,2017-08-30,D,Senate,0.17208673786373618
262,2017-08-30,R,House,0.14494417996763115
263,2017-08-30,R,Senate,0.20188592386449525
264,2017-08-31,D,House,0.12168414870708855
265,2017-08-31,D,Senate,0.13858432486474526
266,2017-08-31,R,House,0.16117816709023097
267,2017-08-31,R,Senate,0.20630026869682036
268,2017-09-01,D,House,0.14016273593880224
269,2017-09-01,D,Senate,0.14916121703355742
270,2017-09-01,R,House,0.17855946134192888
271,2017-09-01,R,Senate,0.19899532515234994
272,2017-09-02,D,House,0.14180924141362974
273,2017-09-02,D,Senate,0.16880013368983957
274,2017-09-02,R,House,0.14212087706675697
275,2017-09-02,R,Senate,0.2309524846162778
276,2017-09-03,D,House,0.11060209413211054
277,2017-09-03,D,Senate,0.07204780859441878
278,2017-09-03,R,House,0.14861876665728865
279,2017-09-03,R,Senate,0.12295777322093115
280,2017-09-04,D,House,0.15048379502132297
281,2017-09-04,D,Senate,0.14257002190455428
282,2017-09-04,R,House,0.27891853368960917
283,2017-09-04,R,Senate,0.2410870064279155
284,2017-09-05,D,House,0.03426125327331337
285,2017-09-05,D,Senate,0.06689314457524889
286,2017-09-05,R,House,0.1445873665399213
287,2017-09-05,R,Senate,0.1302528483125498
288,2017-09-06,D,House,0.11167277974211202
289,2017-09-06,D,Senate,0.13928382618580457
290,2017-09-06,R,House,0.15126009447894412
291,2017-09-06,R,Senate,0.13522451445198916
292,2017-09-07,D,House,0.11753895370274672
293,2017-09-07,D,Senate,0.16021696871653318
294,2017-09-07,R,House,0.167903011823061
295,2017-09-07,R,Senate,0.161550035724793
296,2017-09-08,D,House,0.14001124219341193
297,2017-09-08,D,Senate,0.1505339729877582
298,2017-09-08,R,House,0.11585705485231063
299,2017-09-08,R,Senate,0.19692770400635567
300,2017-09-09,D,House,0.17863163975796467
301,2017-09-09,D,Senate,0.169177898027898
302,2017-09-09,R,House,0.14970682527854653
303,2017-09-09,R,Senate,0.17685569398984036
304,2017-09-10,D,House,0.19530859048716193
305,2017-09-10,D,Senate,0.23951684397163117
306,2017-09-10,R,House,0.08927606172852057
307,2017-09-10,R,Senate,0.1856098510989816
308,2017-09-11,D,House,0.1389984547457374
309,2017-09-11,D,Senate,0.10426251185799801
310,2017-09-11,R,House,0.1045851337908813
311,2017-09-11,R,Senate,0.09119674092844827
312,2017-09-12,D,House,0.14856451336925414
313,2017-09-12,D,Senate,0.1270978559510926
314,2017-09-12,R,House,0.18353942125796155
315,2017-09-12,R,Senate,0.14084865246914216
316,2017-09-13,D,House,0.14694413105247373
317,2017-09-13,D,Senate,0.12727892571717575
318,2017-09-13,R,House,0.16159553715203498
319,2017-09-13,R,Senate,0.14812676141021205
320,2017-09-14,D,House,0.11605377971237137
321,2017-09-14,D,Senate,0.16052098054141958
322,2017-09-14,R,House,0.16049835539945556
323,2017-09-14,R,Senate,0.15295762385762374
324,2017-09-15,D,House,0.13551667354658697
325,2017-09-15,D,Senate,0.1299103467508137
326,2017-09-15,R,House,0.15968695972989672
327,2017-09-15,R,Senate,0.16906932626760202
328,2017-09-16,D,House,0.16086954621710722
329,2017-09-16,D,Senate,0.22337546541250242
330,2017-09-16,R,House,0.21073742401895054
331,2017-09-16,R,Senate,0.17035037878787881
332,2017-09-17,D,House,0.1435833164231601
333,2017-09-17,D,Senate,0.1387924883758217
334,2017-09-17,R,House,0.24928677879497552
335,2017-09-17,R,Senate,0.2002721891041563
336,2017-09-18,D,House,0.16748788039406753
337,2017-09-18,D,Senate,0.09628905808970122
338,2017-09-18,R,House,0.2812642899152148
339,2017-09-18,R,Senate,0.27256913247479264
340,2017-09-19,D,House,0.09652500695422385
341,2017-09-19,D,Senate,0.09547105867528403
342,2017-09-19,R,House,0.1752906949681143
343,2017-09-19,R,Senate,0.13659998421717173
344,2017-09-20,D,House,0.09403587846359356
345,2017-09-20,D,Senate,0.07618310376448392
346,2017-09-20,R,House,0.20332471346651046
347,2017-09-20,R,Senate,0.15111354295506083
348,2017-09-21,D,House,0.12193675522186627
349,2017-09-21,D,Senate,0.10103162931487134
350,2017-09-21,R,House,0.2436663161696514
351,2017-09-21,R,Senate,0.18676917198298779
352,2017-09-22,D,House,0.12234450872962063
353,2017-09-22,D,Senate,0.11400118832729375
354,2017-09-22,R,House,0.19663130874719426
355,2017-09-22,R,Senate,0.22068798991733315
356,2017-09-23,D,House,0.14430953901005983
357,2017-09-23,D,Senate,0.15643693665432795
358,2017-09-23,R,House,0.2285496889627987
359,2017-09-23,R,Senate,0.20855679814013145
360,2017-09-24,D,House,0.12779220507161682
361,2017-09-24,D,Senate,0.09175616114852225
362,2017-09-24,R,House,0.19908303148099066
363,2017-09-24,R,Senate,0.11063462000961999
364,2017-09-25,D,House,0.1207968894568216
365,2017-09-25,D,Senate,0.07394744803368221
366,2017-09-25,R,House,0.16746684305701898
367,2017-09-25,R,Senate,0.12927247622423063
368,2017-09-26,D,House,0.13245453418109673
369,2017-09-26,D,Senate,0.08660835692085694
370,2017-09-26,R,House,0.0351720669902488
371,2017-09-26,R,Senate,0.1309935064935065
372,2017-09-27,D,House,0.15192494104287965
373,2017-09-27,D,Senate,0.12094062594641294
374,2017-09-27,R,House,0.18540002939634778
375,2017-09-27,R,Senate,0.1770774481755385
376,2017-09-28,D,House,0.1380546089944094
377,2017-09-28,D,Senate,0.12707400589655057
378,2017-09-28,R,House,0.20662942725899464
379,2017-09-28,R,Senate,0.17925760455697423
380,2017-09-29,D,House,0.15439443706150474
381,2017-09-29,D,Senate,0.15547063247318346
382,2017-09-29,R,House,0.21796650968079526
383,2017-09-29,R,Senate,0.23876521653411195
384,2017-09-30,D,House,0.10227590098147947
385,2017-09-30,D,Senate,0.19096505949766818
386,2017-09-30,R,House,0.2099065533037441
387,2017-09-30,R,Senate,0.11532133216400454
388,2017-10-01,D,House,0.10155172464608739
389,2017-10-01,D,Senate,0.1595323415561511
390,2017-10-01,R,House,0.205162541957224
391,2017-10-01,R,Senate,0.17005381192881192
392,2017-10-02,D,House,0.04246665049217867
393,2017-10-02,D,Senate,0.010051750885084221
394,2017-10-02,R,House,-0.012070674464926105
395,2017-10-02,R,Senate,-0.024760399518322092
396,2017-10-03,D,House,0.10473840864451085
397,2017-10-03,D,Senate,0.09346371782885861
398,2017-10-03,R,House,0.14119882550527976
399,2017-10-03,R,Senate,0.16453238910847615
400,2017-10-04,D,House,0.1646144370534615
401,2017-10-04,D,Senate,0.10989583333333335
402,2017-10-04,R,House,0.309672619047619
403,2017-10-04,R,Senate,0.2271464646464646
